
IP              Ping            Hostname                Ports           
93.91.193.186   320 ms          [n/a]                   80,443          
93.91.193.190   336 ms          [n/a]                   80,443          
93.91.193.187   343 ms          [n/a]                   80,443          
93.91.193.189   346 ms          [n/a]                   80,443          
93.91.193.188   352 ms          [n/a]                   80,443          
93.91.193.209   324 ms          [n/a]                   80,443          
93.91.193.225   319 ms          [n/a]                   80,443          
93.91.193.211   337 ms          [n/a]                   80,443          
93.91.193.222   336 ms          [n/a]                   80,443          
93.91.193.212   321 ms          [n/a]                   443             
93.91.193.210   353 ms          [n/a]                   80,443          
93.91.193.224   344 ms          [n/a]                   80,443          
93.91.193.223   353 ms          [n/a]                   80,443          
93.91.193.234   331 ms          [n/a]                   80,443          
93.91.193.235   339 ms          [n/a]                   80,443          
93.91.193.226   354 ms          [n/a]                   80,443          
93.91.194.2     346 ms          [n/a]                   22,80,443       
93.91.194.1     335 ms          [n/a]                   21              
93.91.195.11    279 ms          [n/a]                   80,443          
93.91.195.14    284 ms          [n/a]                   80,443          
93.91.195.24    270 ms          [n/a]                   80,443,8080     
93.91.195.12    296 ms          [n/a]                   80,443          
93.91.195.13    295 ms          [n/a]                   80,443          
93.91.195.15    267 ms          [n/a]                   80,443          
93.91.195.17    300 ms          [n/a]                   80,443          
93.91.195.19    282 ms          [n/a]                   80,443          
93.91.195.18    301 ms          [n/a]                   80,443          
93.91.195.28    300 ms          [n/a]                   80,443,8080     
93.91.195.40    276 ms          [n/a]                   80,443,8080     
93.91.195.30    277 ms          [n/a]                   80,443          
93.91.195.33    279 ms          [n/a]                   80,443          
93.91.195.31    282 ms          [n/a]                   80,443          
93.91.195.38    269 ms          [n/a]                   80,443          
93.91.195.35    271 ms          [n/a]                   80,443          
93.91.195.41    300 ms          [n/a]                   80,443,8080     
93.91.195.32    300 ms          [n/a]                   80,443          
93.91.195.37    294 ms          [n/a]                   80,443          
93.91.195.39    300 ms          [n/a]                   80,443          
93.91.195.36    301 ms          [n/a]                   80,443          
93.91.195.48    294 ms          [n/a]                   80,443,8080     
93.91.195.46    299 ms          [n/a]                   80,443,8080     
93.91.195.47    303 ms          [n/a]                   80,443,8080     
93.91.195.45    297 ms          [n/a]                   80,443,8080     
93.91.195.148   297 ms          [n/a]                   80,443,8080     
93.91.195.139   279 ms          [n/a]                   80,443          
93.91.195.171   301 ms          [n/a]                   80,443          
93.91.195.191   296 ms          [n/a]                   80,443          
93.91.195.200   300 ms          [n/a]                   80,443,8080     
93.91.195.206   294 ms          [n/a]                   80,443          
93.91.195.235   291 ms          [n/a]                   80,443,8080     
93.91.195.237   294 ms          [n/a]                   80,443          
93.91.196.2     357 ms          [n/a]                   80              
93.91.196.74    360 ms          [n/a]                   22,23           
93.91.196.66    414 ms          [n/a]                   22,23           
93.91.196.130   338 ms          [n/a]                   23              
93.91.196.195   323 ms          [n/a]                   21-23,80        
93.91.196.150   409 ms          [n/a]                   21-23,80        
93.91.196.194   335 ms          [n/a]                   21-23,80        
93.91.196.190   338 ms          [n/a]                   21-23           
93.91.196.166   338 ms          [n/a]                   80              
93.91.196.165   359 ms          [n/a]                   80              
93.91.196.227   349 ms          [n/a]                   22,23,80        
93.91.196.206   394 ms          [n/a]                   22              
93.91.196.210   398 ms          [n/a]                   22              
93.91.196.254   326 ms          [n/a]                   21-23,80,8080   
93.91.197.19    286 ms          [n/a]                   21-23,80        
93.91.196.242   332 ms          [n/a]                   22              
93.91.196.246   320 ms          [n/a]                   22              
93.91.197.18    303 ms          [n/a]                   22              
93.91.196.243   350 ms          [n/a]                   22              
93.91.197.218   300 ms          [n/a]                   21-23,80        
93.91.197.234   298 ms          [n/a]                   80,443          
93.91.197.235   297 ms          [n/a]                   22,80           
93.91.197.236   298 ms          [n/a]                   80,443          
93.91.197.237   298 ms          [n/a]                   80,443          
93.91.197.238   305 ms          [n/a]                   80,443          
93.91.197.250   384 ms          [n/a]                   80,3389         
93.91.201.14    308 ms          [n/a]                   21-23,80        
93.91.201.90    296 ms          [n/a]                   21-23,80        
93.91.201.109   273 ms          [n/a]                   21-23,80        
93.91.201.106   303 ms          [n/a]                   21-23,80        
93.91.201.114   300 ms          [n/a]                   22              
93.91.201.111   303 ms          [n/a]                   22              
93.91.201.126   297 ms          [n/a]                   22,443          
93.91.201.118   319 ms          [n/a]                   22              
93.91.201.218   286 ms          [n/a]                   80,443          
93.91.201.227   273 ms          [n/a]                   443             
93.91.201.221   306 ms          [n/a]                   80,443          
93.91.201.226   288 ms          [n/a]                   443             
93.91.201.246   308 ms          [n/a]                   80,443,3389     
